,name,price_current,price_original,reviews_number,seller,score,brand,height_cm,width_cm,screen_size_in,proc_brand,proc_speed_ghz,ram,ram_type,ram_max,memory,os,battery_wh,battery_cells,weight_kg,since
86,"HP Envy X360 2-in-1 Touchscreen Laptop 15.6"" FHD i7-10510U Business PC, 32GB RAM, 1TB SSD, Quad-Core up to 4.90 GHz, USB-C, Fingerprint, Backlight Keyboard, B&O Speakers, Webcam, Win 10",19894.5,20224.5,1,hp,5.0,hp,0.18,24.6,16,Intel,1.8,32,DDR4,16,1,Windows,53,4,2.8,2019-11-27
87,"Lenovo 81F400BELM NOTEBOOK_COMPUTER, 14inches, Intel Intel_Core_i5_3330S 1.60GHz, 8GB, GB, Windows 10,",13498.98,14999.01,1,lenovo,3.0,lenovo,0.22,25.45,14,Intel,1.6,8,SODIMM,12,1,Windows,30,3,2.1,2019-05-02
88,"Bean Information Technology bit W10046APS Core+ Windows 10 Desmontable PC, Cherry Trail CPU, 4GB RAM 64GB Almacenamiento, HD Touchscreen 10.1"", Plata Disco Duro Externo, Plateado, 64 GB",5730.26,5730.26,5,bean information technology,2.5,bean information technology,0.17,25.45,10,Intel,1.44,4,DDR4,4,64,Windows,25,3,1.7,2016-10-03
89,"Acer Spin 5 SP515-51GN-83YY, 15.6"" Full HD Touch, 8th Gen 15.6"" 1366 x 768Pixeles visualización táctil Plata Híbrido (2-en-1), Spin 5, Gris Acero, 15-15.99 inches",26817.29,26817.29,40,acer,3.3,acer,0.18,38.2,16,Intel,4.0,8,DDR4,16,1000,Windows,32,4,3.3,2018-07-28
90,"VAIO VJS131X0211B Laptop 13.3"" Full HD, Intel Core i5-6200U, 8 GB RAM, 128 GB (Solid State Drive) SSD, Windows 10 Home",19894.5,20224.5,22,vaio,3.6,vaio,0.22,25.45,13,Intel,2.3,8,DDR4,8,128,Windows,31,3,2.2,2016-03-01
91,"Dell i3185-A760GRY Inspiron 3000 3185 11.6"" Laptop PC, AMD A6-9220e, 4GB Memory, 32GB EMMC Storage, Grey, Windows 10 11.6"" computadora Notebook",19894.5,20224.5,26,dell,3.7,dell,0.22,26.4,12,Intel,2.4,4,DDR4,32,32,Windows,32,4,2.0,2018-04-19
92,"Acer Swift 3 Laptop, 14"" Full HD, 8th Gen Intel Core 14"" Full HD computadora Notebook, Core i7 con gráficos, 14-14.99 Inches",26319.69,26319.69,65,acer,4.1,acer,0.15,22.8,14,Intel,4.6,8,DDR4,8,256,Windows,38,4,2.3,2019-01-24
93,"MSI GL63 8RC-069 15.6"" Full HD Performance Gaming Laptop Core i5-8300H (4 núcleos) GTX 1050 4G, 8GB 256GB SSD",29290.0,33099.44,10,msi,4.0,msi,0.29,26.0,16,Intel,3.9,8,SDRAM,32,500,Windows,41,6,4.0,2018-07-10
94,"2017 Lenovo 320-15ABR 15.6 ""HD Pantalla LCD con retroiluminación LED para PC, AMD A12-9720P 8GB DDR4 RAM 1TB HDD DVD WIFI Bluetooth HDMI AMD Radeon R7 Windows 10 -gris platino",19894.5,20224.5,31,lenovo,3.9,lenovo,0.23,25.9,16,AMD,2.7,8,DDR3,16,1,Windows,35,2,2.7,2017-10-05
95,"HP Envy x360-15.6"" FHD Touch - 10th gen i7-10510U - 12GB - 512GB SSD+16GB Optane",19894.5,20224.5,16,hp,4.6,hp,0.18,24.6,16,Intel,2.3,16,DDR4,16,256,Windows,55,4,3.0,2019-11-11
96,"ASUS L402WA-EH21 Thin and Light 14” HD Laptop; AMD E2-6110 Quad Core 1.5GHz Processor,AMD Radeon R2 Graphics,4GB RAM,32GB eMMC Flash Storage,Windows 10 S with FREE 1yr Office 365 Subscription Included",19894.5,20224.5,672,asus,3.6,asus,0.23,23.6,14,AMD,1.5,4,DDR3,4,32,Windows,32,3,2.2,2017-11-06
97,"RCA Viking Pro Blue Edition 10 Inch Touchscreen 2 In 1 Tablet Laptop (Quad-Core Processor, 32G storage, Detachable Keyboard, Free Office Moblie APP, IPS Display, Android 5.0)",19894.5,20224.5,172,rca,3.8,rca,0.1,25.45,10,ARM,1.4,1,DDR,16,32,Android,4,2,1.2,2017-06-13
98,Laptop Gamer Asus ROG Zephyrus M i7 16GB 256GB 1TB GTX 1070,19894.5,20224.5,96,asus,3.7,asus,0.2,26.2,16,Intel,2.2,16,DDR4,32,1256,Windows,55,4,4.1,2018-04-03
99,"ASUS VivoBook Flip TP412UA-DB51T Gris Híbrido (2-en-1) 35.6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil 1.60 GHz 8ª generación de procesadores Intel® Core™ i5 i5-8250U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.60 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",20978.39,20978.39,23,asus,3.1,asus,0.18,22.6,14,Intel,1.6,8,DDR4,8,256,Windows,42,3,2.1,2018-09-13
100,"Lenovo IdeaPad 330s-14AST Laptop 14"" HD, AMD A9, 4GB RAM, 1TB HDD, Windows 10",11097.0,11097.0,34,lenovo,3.7,lenovo,0.22,25.45,14,AMD,3.1,4,DDR4,8,1024,Windows,30,2,2.1,2018-07-18
101,"Dell Inspiron 14 2 en 1, 14 Pulgadas HD (1366 x 768) Touch| 8ª generación Intel Core i3-8145U | 4 GB 128 SSD",19894.5,20224.5,299,dell,4.1,dell,0.2,33.6,14,Intel,3.9,4,DDR4,24,128,Windows,5,3,2.5,2019-03-06
102,"Asus VivoBook Laptop, 15-15.99 Inches",19894.5,20224.5,138,asus,4.0,asus,0.23,25.7,16,AMD,3.6,8,DDR4,16,256,Windows,48,3,3.2,2019-06-22
103,"HP OMEN 17-an110nr Negro Computadora portátil 43.9 cm (17.3"") 1920 x 1080 Pixeles 8ª generación de procesadores Intel® Core™ i7 i7-8750H 12 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 2.20 GHz, 43.9 cm (17.3""), 1920 x 1080 Pixeles, 12 GB, 1000 GB)",19894.5,20224.5,424,hp,4.4,hp,0.33,42.3,17,Intel,2.2,12,GDDR5,12,1000,Windows,82,3,4.8,2018-07-02
104,"HP 14"" HD Intel N4000 2.6GHz 4GB RAM 64GB eMMC Webcam Windows 10 Laptop + 1 Year Microsoft Office",19894.5,20224.5,30,hp,4.4,hp,0.2,22.6,14,Intel,2.6,4,DDR,16,64,Windows,35,3,2.1,2019-12-10
105,"HP 15 Laptop 15.6"" HD Touchscreen Laptop Computer, Intel Pentium Silver N5000 Quad-Core Up to 2.7GHz, AC WiFi, Bluetooth, Windows 10, Up to 4GB 8GB 16GB DDR4, 1TB 2TB HDD 128GB 256GB 512GB 1TB SSD",19894.5,20224.5,28,hp,4.0,hp,0.26,25.6,16,Intel,1.1,4,DDR4,16,1,Windows,4,3,2.4,2017-12-08
106,"ASUS ZenBook 13 Ultra-Slim Laptop 2.66GHz computadora Negro Puesto de trabajo, 256 GB SSD | GeForce MX150, 13-13.99 inches",26187.65,26187.65,37,asus,3.4,asus,0.13,21.6,13,Intel,1.6,8,DDR4,8,256,Windows,50,4,2.4,2018-10-15
107,"Dell Inspiron 15 5000 15.6"" Full HD Laptop, 7th Gen Intel Quad Core i7-7500U, 8GB Ram, 256GB unidad de estado sólido, Windows 10",19894.5,20224.5,6,dell,4.2,dell,0.24,26.0,16,Intel,2.7,16,DDR,16,256,Windows,42,4,3.4,2019-07-06
108,"Dell i3567-5664BLK-PUS Portátil 15.6"", Wi-Fi, Bluetooth 4.0, Intel Core i5  2.5GHz, 8GB RAM, Disco Duro 2TB, Windows 10",23199.0,23199.0,187,dell,3.7,dell,0.22,25.9,16,Intel,2.5,8,DDR4,16,2,Windows,40,2,2.9,2017-11-15
109,Lenovo ThinkPad L380 2.5GHz E5-2640 Negro Puesto de Trabajo,19790.0,19790.0,28,lenovo,4.0,lenovo,0.22,30.5,13,Intel,2.2,4,DDR4,4,256,DOS,45,3,2.4,2018-12-20
110,"HP High Performance 2-in-1 Convertible Laptop, 15.6” FHD Touch-Screen IPS Display, Latest Intel Quad-Core Processor, 24GB RAM Memory, 1TB HDD, Bluetooth, 802.11AC, Windows 10",24690.0,24690.0,3,hp,5.0,hp,0.2,25.4,16,Intel,1.6,8,DDR4,16,1000,Windows,8,3,2.5,2019-11-24
111,"Asus TUF FX505DT Gaming Laptop, 15.6” 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-AH51, RGB Keyboard",19894.5,20224.5,1250,asus,4.5,asus,0.25,26.2,16,AMD,2.3,8,DDR4,32,256,Windows,48,3,3.2,2019-09-23
112,"Latest_Lenovo 14"" IdeaPad Flex Pro UHD Multi-Touch 2-in-1 Laptop, Intel Core i7-8550U, 16GB DDR4, 512GB SSD, USB Type-A (USB 3.1 USB 3.2 Gen 1), Thunderbolt 3, Backlit Keyboard, Win 10 Pro, Platinum",19894.5,20224.5,1,lenovo,5.0,lenovo,0.14,22.4,14,Intel,3.7,16,DDR4,16,512,Windows,45,3,2.7,2019-11-13
113,"Newest HP 14"" HD Premium Business Laptop PC | 10th Gen Intel Quad-Core i5-1035G1 up to 3.6GHz | 8GB RAM | 256GB SSD | WiFi | HDMI | Card Reader | Bluetooth | Windows 10 | Silver",19894.5,20224.5,33,hp,3.8,hp,0.18,22.5,14,Intel,1.0,8,DDR4,16,256,Windows,5,3,2.0,2019-11-19
114,"Acer Spin 5 SP513-53N-53Y5, portátil Convertible, 2 en 1, 13.3"" Full HD Touch, 8.ª generación Intel Core Windows 10, Sólo para Notebook, Gris, 8GB/256GB/Win 10 Home",20606.63,20606.63,10,acer,3.9,acer,0.16,22.6,13,Intel,2.3,8,DDR4,8,256,Windows,56,3,2.2,2019-02-20
115,"Acer Spin 5 Full HD Touch, 8va generación habilitada para Amazon Alexa, 8GB DDR4, 256 GB SSD , PC, Gris Acero, PC",20790.0,20790.0,58,acer,3.7,acer,0.16,32.4,13,Intel,3.4,8,DDR4,8,256,Windows,48,3,2.2,2018-05-29
116,"Dell 5567/R Portátil 15.6"", Intel Core i7, Memoria RAM de 8GB, Disco Duro de 1000GB, Windows 10 Home, color Rojo",19894.5,20224.5,9,dell,3.6,dell,0.23,25.9,16,Intel,2.4,8,DDR4,16,1000,Windows,12,3,3.4,2016-12-22
117,"Samsung Chromebook Pro Convertible Touch Screen Laptop, 12.3 (XE510C24-K01US)",21950.0,21950.0,471,samsung,4.0,samsung,0.14,22.1,12,AMD,0.9,4,DDR3,4,500,DOS,39,2,1.7,2017-05-15
118,"Asus TUF Gaming Laptop, 17.3” Full HD IPS Type, AMD Ryzen 5 3550H CPU, AMD Radeon RX560X, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home - FX705DY-EH53",19894.5,20224.5,131,asus,4.2,asus,0.28,27.9,17,Intel,2.3,8,DDR4,16,256,Windows,64,4,3.9,2019-10-23
119,"MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 512GB SSD 120Hz GTX 1660 Ti Aluminum Black",19894.5,20224.5,10,msi,4.0,msi,0.22,25.45,17,Intel,2.3,8,DDR4,16,256,Windows,51,3,4.2,2019-12-25
120,"2020 Dell Inspiron 14"" Laptop Computer 10th Gen Intel i3 1005G1 Up to 3.4GHz 4GB DDR4 RAM 128GB PCIe SSD Untel UHD Graphics HDMI 802.11ac WiFi Bluetooth 4.1 Windows 10",13099.0,13099.0,6,dell,5.0,dell,0.2,23.3,14,Intel,1.2,4,DDR4,16,128,Windows,45,1,2.4,2019-11-30
121,"Dell Inspiron 15.6"" Home and Business Laptop HD Touchscreen PC Core i5-8265U, 8GB RAM, 256GB SSD, 4 Cores Up to 3.90 GHz, UHD Graphics 620, Lan, Webcam, SD Card, Win 10",19894.5,20224.5,1,dell,5.0,dell,0.2,25.9,16,Intel,1.6,8,DDR4,16,256,Windows,4,2,2.8,2019-11-24
122,"ASUS 2020 TUF 15.6 Inch FHD IPS Gaming Laptop (AMD Ryzen 7 R7-3750H up to 4.0 GHz, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650, RGB Backlit Keyboard, Bluetooth, WiFi, HDMI, Windows 10)",19894.5,20224.5,28,asus,4.0,asus,0.19,26.2,16,AMD,2.3,8,DDR4,16,256,Windows,48,3,3.3,2019-08-29
123,"MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 512GB SSD 120Hz GTX 1650 Aluminum Black",19894.5,20224.5,6,msi,4.1,msi,0.22,25.45,17,Intel,2.3,8,DDR4,16,256,Windows,62,3,4.0,2019-12-15
124,"New HP 15.6"" HD Touchscreen Laptop Intel Core i3-1005G1 8GB DDR4 RAM 128GB SSD HDMI Bluetooth 802.11/b/g/n/ac Windows 10 15-dy1731ms Silver",19894.5,20224.5,91,hp,4.4,hp,0.18,24.2,16,Intel,1.2,8,DDR4,8,128,Windows,30,3,2.2,2019-12-07
125,"Asus 14.0"" HD visualización Ancha LED portátil de Alto Rendimiento, procesador de la Serie A6, 4 GB de RAM DDR4, 500 GB de Disco Duro, cámara Web, inalámbrica + Bluetooth, HDMI, Ventana 10",19894.5,20224.5,104,asus,3.5,asus,0.22,30.5,14,Intel,2.6,8,DDR,1,512,Windows,19,4,2.2,2019-04-10
126,"Lenovo 2018 Business Flagship Laptop 15.6"" táctil antirreflejo Intel 8th Gen i5-8250U Procesador cuatro núcleos 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",19894.5,20224.5,76,lenovo,3.5,lenovo,0.25,27.9,16,Intel,1.6,8,DDR3,16,1,Windows,5,2,2.7,2017-12-12
127,"Dell Latitude 7300 - computadora portátil de 13,3"", Intel Core i7-8665U, 8 GB de RAM, 256 GB SSD",19894.5,20224.5,28,dell,4.0,dell,0.19,30.6,13,Intel,1.9,8,DDR4,8,256,Windows,52,4,2.2,2019-08-31
128,Acer Laptop Aspire 3 AMD A9 9420E 4GB SSD 128GB 14 Win10 A314-21-91V1,19894.5,20224.5,17,acer,3.8,acer,0.2,24.4,14,AMD,1.8,4,DDR,16,128,Windows,4,2,2.4,2019-08-22
129,"Alienware 17.3"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 256GB Solid State Drive + 1TB Hard Drive - Black",19894.5,20224.5,49,alienware,4.4,alienware,0.3,33.2,17,Intel,2.2,16,GDDR5,32,1256,Windows,68,4,2.6,2018-06-09
130,"HP Stream - computadora portátil de 14 Pulgadas, Intel Celeron N4000, 4 GB de RAM, 64 GB de eMMC, Windows 10 Home in S Mode (14-cb159nr, Color Negro Azabache)",19894.5,20224.5,867,hp,4.3,hp,0.22,25.45,14,Intel,2.6,4,SDRAM,4,64,Windows,41,3,2.1,2019-09-11
131,"Lenovo - 330S-15ARR 15.6"" Laptop - AMD Ryzen 5 - 8GB Memory - 128GB Solid State Drive - Platinum Gray",19894.5,20224.5,79,lenovo,3.6,lenovo,0.2,24.4,16,AMD,2.0,8,DDR3,16,128,Windows,12,2,2.3,2018-12-24
132,"Lenovo 100-15IBY 80MJ 80MJ00G2US 15.6"" Notebook, LCD, Intel Celeron N2840 (1M Cache, up to 2.58 GHz), 500GB HDD, 4GB RAM, Windows 10, Black",19894.5,20224.5,13,lenovo,3.7,lenovo,0.25,25.45,16,Intel,2.16,4,SDRAM,8,500,Windows,5,3,2.3,2017-10-21
133,"Acer Nitro 7 Laptop para Juegos, GTX 1650., 16GB / 512GB",19894.5,20224.5,52,acer,4.2,acer,0.2,26.0,16,Intel,2.3,16,DDR4,32,512,Windows,42,3,3.4,2019-05-04
134,"HP 15.6"" HD (1366 x 768) Flagship Touch Screen Laptop, Intel Core i3-1005G1 Processor, 8GB DDR4 RAM, 128GB SSD, 802.11ac, Bluetooth 4.2, HDMI, USB 3.1, Windows 10 – Natural Silver",19894.5,20224.5,21,hp,4.3,hp,0.18,24.2,16,Intel,1.2,8,DDR4,16,128,Windows,42,3,2.2,2019-12-29
135,"Laptop HP 15.6"" HD Sva BrightView Intel Core i5, 8GB RAM, 2TB HDD,Intel HD Graphics 620  Windows 10 (púrpura) teclado en inglés",19894.5,20224.5,76,hp,3.9,hp,0.24,25.4,16,Intel,1.6,8,DDR3,16,2,Windows,4,2,2.6,2017-11-22
136,"Lenovo 130-15AST - Laptop de 15,6"" AMD A9-Series, 4GB DDR4 RAM, 128 GB SSD, Wi-Fi, HDMI, Bluetooth, Windows 10, Negro",19894.5,20224.5,148,lenovo,4.1,lenovo,0.23,37.6,16,AMD,3.1,4,DDR4,100,128,Windows,45,4,2.6,2019-03-31
137,"Microsoft Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum (Newest Version)",19894.5,20224.5,94,microsoft,4.2,microsoft,0.24,22.3,14,Intel,2.3,8,DDR,16,128,Windows,45,4,2.3,2018-10-18
138,"HP Spectre x360 15-bl112dx Negro, Cobre, Plata Híbrido (2-en-1) 39.6 cm (15.6"") 3840 x 2160 Pixeles Pantalla táctil 8ª generación de procesadores Intel® Core™ i7 i7-8550U 16 GB DDR4-SDRAM 512 GB SSD - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.80 GHz, 39.6 cm (15.6""), 3840 x 2160 Pixeles, 16 GB, 512 GB)",19894.5,20224.5,6,hp,4.0,hp,0.18,25.1,16,Intel,1.8,16,GDDR5,16,512,Windows,79,6,4.4,2017-10-29
139,"Lenovo IdeaPad S340 - computadora portátil (15,6"", Intel Core i3 (hasta 3,90 GHz), memoria DDR4 de 8 GB, memoria NVMe SSD de 128 GB, USB tipo C, lector SD, teclado retroiluminado, cámara web de 720p, 1366 x 768, ónix negro)",19894.5,20224.5,3,lenovo,3.8,lenovo,0.18,24.4,16,Intel,3.9,8,DDR4,16,128,Windows,5,2,2.4,2019-07-20
140,Laptop Gamer Alienware Area 51M i7 16GB 256GB 1TB RTX 2070,19894.5,20224.5,5,alienware,4.8,alienware,0.22,25.45,17,Intel,4.9,16,DDR,16,256,Windows,91,6,2.6,2019-05-21
141,"Newest Lenovo IdeaPad S145 15.6"" HD Business Laptop, AMD A6-9225 Dual-core Upto 3.0GHz, 8GB RAM, 1TB HDD, AMD Radeon R4 Graphics, HDMI, WiFi, Card Reader, Windows 10, Black",19894.5,20224.5,37,lenovo,3.7,lenovo,0.2,25.1,16,AMD,2.6,8,DDR4,16,1,Windows,8,2,2.4,2019-10-20
142,"HP Stream 14-cb011wm Azul Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N N3060 4 GB DDR3L-SDRAM 32 GB eMMC - Ordenador portátil (Intel® Celeron® N, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)",19894.5,20224.5,19,hp,3.2,hp,0.18,22.6,14,Intel,1.6,4,PC,16,32,Windows,48,2,2.1,2018-08-26
143,"Asus Vivobook S15 S512 Delgado y Ligero, i5 | 256 G SSD, Plateado, 15-15.99 Inches",19894.5,20224.5,28,asus,4.5,asus,0.18,23.1,16,Intel,2.3,8,DDR4,12,256,Windows,37,2,2.5,2019-07-17
144,"Dell Inspiron 2020 Premium 14” HD Laptop Notebook Computer, 4-Core 10th Gen Intel Core i5-1035G4 up to 3.7 GHz, Iris Plus Graphics, 8GB RAM, 512GB SSD, No DVD,Webcam,Bluetooth,Wi-Fi,HDMI,Windows 10",19894.5,20224.5,21,dell,3.5,dell,0.22,25.45,14,Intel,1.1,8,DDR4,16,512,Windows,1,1,2.5,2019-12-26
145,"Alienware AW17R4-7352SLV-PUS 17"" QHD Laptop (7th Generation Intel Core i7, 32GB RAM, 256SSD + 1TB HDD, Silver) VR Ready with NVIDIA GTX 1080",19894.5,20224.5,83,alienware,3.5,alienware,0.3,42.4,17,Intel,4.4,32,DDR4,32,1000,Windows,99,6,2.6,2017-06-10
146,"Asus VivoBook Pro 17 Thin and Portable Laptop, 17.3"" FHD, 8th Gen Intel Core i7-8565U Processor, NVIDIA GeForce MX150, 8GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 10 - N705FN-ES76",19894.5,20224.5,22,asus,4.4,asus,0.2,26.9,17,Intel,4.6,8,DDR4,16,512,Windows,42,3,3.4,2019-01-30
147,"HP 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10",19894.5,20224.5,348,hp,3.5,hp,0.23,25.4,16,AMD,2.5,4,DDR4,16,500,Windows,31,3,2.7,2018-01-16
148,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel 2.6GHz Processor, 4GB RAM, 64GB Storage, Windows 10 in S Mode (Switchable to Win 10 Home), 1 Year Office 365 - J401MA-YS02",19894.5,20224.5,376,asus,4.2,asus,0.15,22.6,14,AMD,1.1,4,DDR4,4,500,DOS,39,2,2.5,2018-10-18
149,"2020 ASUS VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",16750.0,16750.0,11,asus,4.5,asus,0.2,23.1,16,AMD,2.6,8,DDR4,16,256,Windows,36,3,2.0,2019-10-14
150,"Samsung Notebook 5 15.6"" Laptop – AMD Ryzen 5 – 8 GB de Memoria – Disco Duro de 1 TB – Titan Claro",19894.5,20224.5,26,desconocido,4.0,desconocido,0.2,24.9,16,AMD,2.3,8,DDR4,8,1,Windows,43,3,2.7,2018-06-25
151,"Laptop Gigabyte AORUS Microsoft Azure AI 15,6"" 15-X9-RT4BD",19894.5,20224.5,23,gigabyte,4.0,gigabyte,0.24,24.6,16,Intel,2.3,16,SODIMM,64,2,Windows,62,1,3.8,2019-01-24
152,"Newest HP Envy 17t Touch(10th Gen Intel i7-10510U, 1TB PCI NVMe SSD, 16GB DDR4, NVIDIA GeForce 4GB GDDR5,DVD Writer, Windows 10 Professional, 3 Years McAfee Security Key)Bang & Olufsen 17.3"" Laptop PC",19894.5,20224.5,15,hp,4.9,hp,0.22,26.6,17,Intel,1.8,16,DDR,16,1,Windows,52,3,3.6,2019-11-18
153,"HP 14"" HD – Core i3-7100U – 4 GB de Memoria – 128 GB SSD",12390.0,12390.0,11,hp,4.4,hp,0.22,32.5,14,Intel,2.4,128,DDR4,4,256,Windows,1,3,2.1,2019-03-30
154,"Lenovo Yoga 710 15.6-Inch 2-in-1 Convertible FHD Touchscreen Premium Laptop / Tablet (Intel Core i5-6200U 3M Cache 2.8GHz, 8GB DDR4 2133MHz RAM, 256GB SSD, HDMI, Backlit Keyboard, Windows 10)",19894.5,20224.5,59,lenovo,3.5,lenovo,0.22,25.45,16,Intel,2.8,8,DDR3,16,256,Windows,9,3,2.5,2017-01-13
155,Dell I5593_i582562GSW10s_520,16699.0,16699.0,28,dell,4.0,dell,0.22,25.45,16,Intel,3.6,8,SODIMM,16,256,Windows,42,3,2.8,2020-01-15
156,"2020 Lenovo IdeaPad 14"" Laptop Computer, AMD A6-9220e 1.6GHz, 4GB Memory, 64GB eMMC Flash Memory, AMD Radeon R4, AC WiFi, Microsoft Office 365, 2 Year Warranty, Gray, Windows 10 Home",19894.5,20224.5,43,lenovo,3.4,lenovo,0.21,25.9,14,Intel,1.6,4,DDR4,16,64,Windows,35,2,2.1,2019-11-24
157,"Toshiba 2-in-1 Convertible Tablet Ordenadores 39,62 cm Pantalla táctil del Ordenador portátil - Intel Core i7 12 GB DDR3L - Memoria Ram - 256 GB de Unidad de Estado sólido SSD P55W-B5318",19894.5,20224.5,171,toshiba,2.9,toshiba,0.3,30.7,16,Intel,2.0,12,DDR3,12,256,Windows,60,4,4.6,2015-01-06
158,"HP 2-in-1 13.3"" FHD (1920 x 1080) Flagship Touch Screen Laptop, AMD Ryzen 5 2500u Processor, 8GB DDR4 RAM, 128GB SSD, 802.11ac, Bluetooth 4.2, HDMI, USB 3.1, Windows 10 – Dark Ash Silver",19894.5,20224.5,1,hp,5.0,hp,0.15,21.3,13,AMD,2.0,8,DDR4,16,128,Windows,53,4,2.4,2019-11-24
159,"Lenovo 2020 Newest IdeaPad S340 15.6 Inch Laptop, Intel 4-Core i5-8265U up to 3.9GHz, Intel UHD 620, 8GB DDR4 RAM, 128GB SSD, Webcam, Bluetooth, HDMI, WiFi, Windows 10, Black",19894.5,20224.5,2,lenovo,4.5,lenovo,0.18,24.5,16,Intel,1.6,8,DDR4,16,128,Windows,52,2,2.3,2019-11-12
160,"HP 2019 - Pantalla táctil para portátil de 14"" Intel Core i3 de 4 GB de RAM 128 GB SSD Windows 10, Marco de Teclado Plateado Ceniza",19894.5,20224.5,109,hp,4.0,hp,0.18,22.5,14,Intel,2.1,4,DDR4,4,128,Windows,41,3,1.9,2019-08-28
161,"HP Stream 14-ax040wm Negro Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB DDR3L-SDRAM 32 GB eMMC - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)",19894.5,20224.5,425,hp,3.0,hp,0.18,22.6,14,Intel,1.6,32,DDR3,16,32,Windows,45,2,2.0,2017-11-29
162,"ASUS Vivobook 2019 Premium 14 HD computadora portátil no táctil, 2 núcleos AMD A6 2,6 GHz, 8 GB DDR4 RAM, 500 GB HDD, sin DVD, Wi-Fi|Bluetooth|Webcam|HDMI|VGA, Windows 10",19894.5,20224.5,45,asus,3.0,asus,0.22,25.45,14,AMD,2.6,4,DDR3,16,500,Windows,36,3,1.8,2019-06-02
163,"Asus ZenBook 13 Ultra-Slim Laptop 13.3"" FHD Wideview Portátil Negro computadora notebook, Intel Core i7 | Gráficos Intel UHD, 13"" | 16GB | 512GB SSD",19894.5,20224.5,375,asus,3.9,asus,0.18,18.8,13,Intel,4.6,16,DDR3,16,512,Windows,50,3,2.0,2019-04-28
164,"2020 ASUS VivoBook 15 15.6 pulgadas FHD 1080P Laptop (AMD Ryzen 3 3200U hasta 3.5GHz, 16GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, teclado retroiluminado, lector FP, WiFi, Bluetooth, HDMI, Windows 10) (gris)",19894.5,20224.5,68,asus,4.2,asus,0.2,23.1,16,AMD,2.6,16,DDR4,16,256,Windows,6,2,2.5,2019-10-06
165,"Asus VivoBook Laptop Delgada y Ligera, 17.3"" | 1TB HDD, 17-30.99 Inches",19894.5,20224.5,230,asus,3.9,asus,0.23,26.9,17,Intel,2.7,8,DDR4,8,1000,Windows,42,3,3.2,2018-07-21
166,"Dell 16VFDELP0042 E6410 14.1"" Business High Performance Laptop Intel Core i7 620M 2.6G, 4G DDR3, 320G, DVDRW, Windows 10 Professional",19894.5,20224.5,6,dell,2.8,dell,0.22,25.45,14,Intel,2.6,4,DDR3,8,320,Windows,66,6,3.4,2017-06-21
167,"2019 Lenovo ideapad S340 15.6"" HD Flagship Home & Business Laptop, Intel Quad Core i5-8265U Upto 3.9GHz, 8GB RAM, 128GB SSD, USB-C, WiFi, HDMI, Bluetooth, Windows 10, Dark Orchid",19894.5,20224.5,14,lenovo,4.3,lenovo,0.18,24.5,16,Intel,2.4,8,DDR4,16,128,Windows,42,3,2.4,2019-12-03
168,"Dell i3565-A453BLK-PUS. Laptop 15.6"", IBM AMD A6-9200 2.8GHz, 4GB RAM, 500GB HDD, Windows 10",19894.5,20224.5,486,dell,3.4,dell,0.23,25.9,16,IBM,2.8,4,DDR4,16,500,Windows,32,3,3.2,2018-05-12
